,composition,Eg (eV)
4483,RbTiBr3,0.0
4485,Te2Pd3Pb2,0.0
4486,Li4Fe3NiO8.166,0.0
4487,Hf2MnIr,0.0
4488,ZrW2,0.0
4489,Ti3Cu3O,0.0
4490,La2Sn5Rh3,0.0
4491,Mn2GaW,0.0
4492,CaZn5,0.0
4493,Ag2P2PbO7.2,0.0
4494,RbHg3,0.0
4495,Li23Mn20As20,0.0
4497,Hf5Sn4,0.0
4498,Li3Ni2(GeO4)3.230,0.0
4499,Fe6O7F5,0.0
4500,HoB2Rh3,0.0
4501,LiSn(PO3)4.15,0.0
4502,Ti4O5,0.0
4504,PrIn,0.0
4505,YNi4B,0.0
4506,LiZn(Fe5O8)2.160,0.0
4508,Ba2ReNiO6.225,0.0
4509,SmTh3,0.0
4513,Ho3Ge5,0.0
4514,HfFe2,0.0
4515,LuAl2Pd5,0.0
4517,Li2CuF6,0.0
4519,Zn8Ag5,0.0
4520,Cu3Bi4I16,0.0
4523,YbAl3,0.0
4524,Lu2CdAg,0.0
4526,LaP3,0.0
4528,U2Re2C3,0.0
4529,Na5Fe6(SiO3)12.5,0.0
4531,TbNiGe2,0.0
4532,V2Sb(PO4)3.167,0.0
4533,ErPbAu,0.0
4535,Ca3BiSb,0.0
4536,CsWCl6,0.0
4537,TiGaIr2,0.0
4538,HoB4,0.0
4539,LiTm2Ru,0.0
4541,Tm3GaC,0.0
4542,Nd4O3F7,0.0
4543,LiCa2Ga,0.0
4544,LaFe4As12,0.0
4546,CaB2C2,0.0
4547,YSi2Pt2,0.0
4548,Sc2FeB2Ir5.127,0.0
4549,U3Bi4,0.0
4550,EuSnO3,0.0
4551,EuMn2Ge2,0.0
4552,EuNi12B6,0.0
4553,NdErTl2,0.0
4555,LiAlGe,0.0
4556,ZrHCl,0.0
4559,Nb2Sb,0.0
4560,Ba2LaIrO6.12,0.0
4562,Fe10O9F11,0.0
4563,YbAl2Ge2,0.0
4564,TmSb,0.0
4565,TiV4CuO12.5,0.0
4566,RbTmO3,0.0
4567,Ce8U2O21,0.0
4569,Li2Fe3NiO8.212,0.0
4570,ZnCrO2,0.0
4571,Li2Ti3FeO8.160,0.0
4572,Sc3BPb,0.0
4573,TaCoSn2,0.0
4574,TiTc2Sb,0.0
4575,Li3V12O29,0.0
4577,Na8PO3,0.0
4578,BeFe2Si,0.0
4579,CuP2(HO3)2.14,0.0
4580,U2Ti,0.0
4581,DyAgHg2,0.0
4582,Al4Cu2O7,0.0
4583,CeSI,0.0
4584,BaMn4ZnO8.162,0.0
4585,Ce2Fe17,0.0
4586,HoTiO3,0.0
4587,Zr3Al4C6,0.0
4588,Li7Ni11O22,0.0
4589,Cr2HgSe4,0.0
4590,Ho5Si4,0.0
4591,CeCo4B4,0.0
4592,Li2LaTl,0.0
4593,TbNiO3,0.0
4598,CaCu5,0.0
4600,ThSi2Ru3,0.0
4601,Zr3Hg,0.0
4602,Ga9Rh2,0.0
4603,CaInAu,0.0
4605,UCoSi,0.0
4606,DyBiPd,0.0
4607,LaIn4Au2,0.0
4608,LiAl3,0.0
4609,EuZn2Ge2,0.0
4610,VAg(PSe3)2.5,0.0
4611,Y2Fe2Si2C.12,0.0
4612,La3ZrSb5,0.0
4613,Sr2GeN2,0.0
4614,VFeRu2,0.0
4615,U4N7,0.0
4616,Al6Fe,0.0
4617,Cs2SeClF6.225,0.0
4618,Hf5Si4,0.0
4619,MnCo4O8,0.0
4620,LiMg2Ag,0.0
4622,Na2LiTa,0.0
4623,CaNi5,0.0
4624,Yb23Mg4Cu7,0.0
4625,CdAg,0.0
4626,PrGeAu,0.0
4628,LaHg,0.0
4629,V3Si,0.0
4630,ScAlNi2,0.0
4631,Sm3Zr,0.0
4632,ZnWO2,0.0
4633,Zr2HBr2,0.0
4634,InPt3C,0.0
4635,BaLa2CoS5.140,0.0
4637,Ta6Ni16Ge7,0.0
4639,Rb2NaVF6.225,0.0
4640,Hf54Os17,0.0
4641,Rb4Si2CuO7.2,0.0
4642,HoCd,0.0
4643,Cd2PbO4,0.0
4644,SrSbAu,0.0
4645,Na3Re,0.0
4646,Mg4Sc3(SiO3)8.3,0.0
4647,Li5Co2O2F5.139,0.0
4649,NaFe2(SiO3)4.5,0.0
4650,BeCu,0.0
4651,PrSm3,0.0
4652,YbZnAu2,0.0
4654,HgPt3,0.0
4655,Yb2InPd2,0.0
4656,Li11Mn13O32,0.0
4657,YScO2,0.0
4658,Sb2XeF14,0.0
4659,LiNiP2O7.15,0.0
4662,VP,0.0
4664,RbPdF3,0.0
4665,DyInCu2,0.0
4666,Zr5Sb3,0.0
4667,La2PdO4,0.0
4669,TiAl,0.0
4671,Er2Mg3Ru,0.0
4672,YbTlS2,0.0
4673,Li2Fe3SnO8.4,0.0
4674,NdFeSi2,0.0
4676,Dy2MgTl,0.0
4677,YbCaInSe4.62,0.0
4678,PrCo2Ge2,0.0
4679,Sm2IO2,0.0
4680,NdMg2Ni9,0.0
4681,TbCu5,0.0
4682,YAgO3,0.0
4683,Be2HgTe,0.0
4685,CsInI3,0.0
4686,Tl3Cr,0.0
4687,ZrSi2,0.0
4688,Zn2Ni9O13,0.0
4690,Pr5In11Ni6,0.0
4691,Li8Ti16CuS32.1,0.0
4692,NdMg2,0.0
4693,La3Ge3Br2,0.0
4695,Li2Si4Ni5O14.2,0.0
4696,HoCo3,0.0
4699,Al4Cu9,0.0
4700,LiGaAu2,0.0
4701,Zn2BIr2,0.0
4702,TmCu4Ag,0.0
4703,BaSi,0.0
4704,Mg2CrN2,0.0
4706,Eu2CaO3,0.0
4707,TmMg2Sc,0.0
4709,Sm5Br11,0.0
4710,Hf3P,0.0
4711,Ti2C,0.0
4712,NaHg,0.0
4714,UFeSi,0.0
4715,ErAl20Cr2,0.0
4716,Ba6In2NF.225,0.0
4717,U4S3,0.0
4720,NiI,0.0
4721,Pm3I,0.0
4722,Pm2IrRh,0.0
4723,TmCoSi2,0.0
4724,SbPd3,0.0
4725,Yb2Ce8O19,0.0
4727,Ho3Ni19B10,0.0
4729,Ni2Ge,0.0
4731,YCo2,0.0
4732,Li7Ti5O12,0.0
4733,RbCuPdF5.62,0.0
4734,BaTl3,0.0
4735,SmSnRh2,0.0
4736,EuCuSeO.129,0.0
4737,NdSbPd,0.0
4738,YbH2ClO2.11,0.0
4739,U4Re7Si6,0.0
4740,MgTi4S8,0.0
4741,TaGaPt,0.0
4742,SmCuO3,0.0
4743,CoPbO3,0.0
4745,Pd16S7,0.0
4746,HoSi,0.0
4747,TaPt3,0.0
4748,Si4Cu5O14,0.0
4749,CdPd,0.0
4750,Tm2ZnOs,0.0
4751,SmCdHg2,0.0
4752,CaZn3Ni2,0.0
4753,Pm2LiSi,0.0
4755,Eu2ReO5,0.0
4757,HfGaCo2,0.0
4758,BaNb4O6,0.0
4759,DyGe,0.0
4760,DyRh,0.0
4761,Ti2BRh6,0.0
4762,Ba8Ta7O24,0.0
4763,RbF3,0.0
4764,TmAlCu,0.0
4765,FeRhO3,0.0
4766,NbGaCo2,0.0
4767,CaHg2,0.0
4768,PmCd3,0.0
4769,Ti2CoS4,0.0
4770,Mg3Ge,0.0
4771,K3LiNb6O15.7,0.0
4772,Ba2FeReO6.225,0.0
4773,UAl8Fe4,0.0
4774,LiCu3F7,0.0
4775,Bi2Pt,0.0
4776,LiV2NiO6.15,0.0
4777,Si2Ru,0.0
4778,Fe3B,0.0
4779,SnSb3(PO4)4.6,0.0
4780,CsMnSb,0.0
4781,VZnRu2,0.0
4783,La3AlN,0.0
4784,Pr3I,0.0
4786,Dy3Cu4Ge4,0.0
4787,Sr5Bi3,0.0
4788,AlNi2,0.0
4789,MgV4O6,0.0
4791,YbLi2Pb,0.0
4792,Pr2InPd2,0.0
4793,TbGa,0.0
4794,EuTl,0.0
4795,ZrRe2,0.0
4796,CsNb6I11,0.0
4798,Li2MnCo3O8.186,0.0
4801,NdSnRh,0.0
4802,HoCd3,0.0
4803,TiOs3,0.0
4804,Nb3Fe20B6,0.0
4805,YbPO4,0.0
4807,Nb2Co3O9,0.0
4808,HfTl3,0.0
4809,HfNi5,0.0
4810,SrLa3MnO8.63,0.0
4813,Eu2CuO4,0.0
4814,Nb3V(PO4)6.146,0.0
4815,YbLa5S8,0.0
4816,TiPd,0.0
4817,ScZn3,0.0
4818,HoSb2O6,0.0
4819,CsCaO3,0.0
4821,LuPt3,0.0
4822,PrIr2,0.0
4825,Tl8Os8O27,0.0
4826,Bi12Rh12O41,0.0
4827,Sm3Sb14Te24,0.0
4830,Na11Bi5O16,0.0
4831,Ca2PbAu2,0.0
4833,Cu2HgGeSe4.121,0.0
4834,Na2In,0.0
4835,KHg2,0.0
4836,Sm3AlN,0.0
4837,LuMnSi,0.0
4838,CaMn2As2,0.0
4839,AlAs,0.0
4840,AlFe4(CuO4)3.204,0.0
4841,SmNi2B2C.139,0.0
4842,La2Nb2N2O5.1,0.0
4843,SmSi3Pt5,0.0
4844,Pr2Au,0.0
4845,UAlNi4,0.0
4846,Ba2ScIrO6.225,0.0
4847,MgTl,0.0
4849,Yb6U3O17,0.0
4850,Mn2Hg5,0.0
4851,Mg2CuWO6.1,0.0
4852,TmFe2Si2,0.0
4853,ScSnPd,0.0
4854,TaAlPt,0.0
4855,Ba2UCuO6.139,0.0
4856,Co2B4Mo,0.0
4857,Li2MgIn,0.0
4858,YCdPd2,0.0
4859,UMn2Si2,0.0
4860,Ge2Os,0.0
4861,DyCoSi2,0.0
4862,Na6FeS4,0.0
4863,NbSi2,0.0
4864,Te2Pd3,0.0
4866,ScSbRh2,0.0
4868,Rb5W8O30,0.0
4869,TmPd,0.0
4870,Hf2ReRh,0.0
4871,TbBe13,0.0
4872,LiCo(CO3)2.148,0.0
4873,Zr2Co12P7,0.0
4874,Li2Fe5O10,0.0
4875,Ta2OsW,0.0
4876,EuNi2As2,0.0
4878,Sn3Pd,0.0
4879,Ca6Ag16N,0.0
4880,HfVSi,0.0
4881,TmCu2Ge2,0.0
4882,Na3Tl,0.0
4883,Te2Mo2WSe4.156,0.0
4884,Ru3Cl,0.0
4886,LiBi2(PO4)3.15,0.0
4889,SrMgIn3,0.0
4890,K2B10H9O.14,0.0
4892,Sc8Te3,0.0
4895,LiMnCuO4.74,0.0
4896,La3NiBr3,0.0
4897,InFe2CuSe4.121,0.0
4898,Li3CrCo3O8.166,0.0
4899,Ag3Pd,0.0
4901,Li3Co(NiO2)4.12,0.0
4902,NdIn3,0.0
4903,CrCoPt2,0.0
4905,SrSb12Ru4,0.0
4906,La2PC,0.0
4908,YbFe4Ge2,0.0
4909,Sc6NiTe2,0.0
4910,ZnSn3,0.0
4911,Li2Nb2(PO4)3.15,0.0
4912,YB2Rh2C.139,0.0
4913,Ba3NaIr2O9.194,0.0
4914,Ce2Sb,0.0
4915,BaTi4O8,0.0
4916,AlPd5I2,0.0
4917,SmMn2Ge2,0.0
4918,PrCd,0.0
4920,Zr5Sn4,0.0
4921,Li7Ti7O16,0.0
4922,GaFe3,0.0
4923,Na15Sn4,0.0
4925,Dy5Pb3,0.0
4928,NiP4O12,0.0
4929,Sm2P3Pt6,0.0
4930,CaZn2,0.0
4931,Nd4Ge3Rh4,0.0
4933,PtN,0.0
4934,Ag3AsO4,0.0
4936,LaCu6,0.0
4937,PrFe2Si2,0.0
4938,Li3Ti3(PO4)4.4,0.0
4939,Hf2Ge,0.0
4941,Ca3BiAs,0.0
4942,Yb3V,0.0
4943,Cu8O,0.0
4944,Sc3GaC,0.0
4945,PrGe3,0.0
4946,Hf2Co4P3,0.0
4947,Tb3Si,0.0
4950,EuFe2Si2,0.0
4951,TbTl,0.0
4952,GdCd2,0.0
4953,Ca3Al2Ge3,0.0
4954,Al5Rh2,0.0
4955,MgFe2S4,0.0
4956,SmLuTl2,0.0
4959,Mo5O14,0.0
4960,LiCd2Rh,0.0
4961,Lu5Si3B,0.0
4962,Cs2NaMnF6.166,0.0
4963,KFe2As2,0.0
4964,EuAl2Au2,0.0
4965,HfZnNi2,0.0
4966,InSiIr,0.0
4968,CsMg149,0.0
4969,La3Os2O10,0.0
4970,Mg2MnN2,0.0
4971,HoSi2Os2,0.0
4974,BaAu2,0.0
4976,PrMn2Si2,0.0
4977,ZrFe4Si2,0.0
4978,P2O5,0.0
4980,NdCr2Si2,0.0
4981,Ca2GeN2,0.0
4982,NaSn2,0.0
4984,Nd2Ru2O7,0.0
4985,W2N,0.0
4986,YbTbHg2,0.0
4987,BMo,0.0
4988,CsAgCl3,0.0
4989,W2C,0.0
4990,Cs2NaCoF6.166,0.0
4993,LaSi2Os2,0.0
4994,TmSnRh,0.0
4995,TmB2C,0.0
4996,Li2MnCu3O8.212,0.0
4997,Ho3Pd2,0.0
4998,La10Si8O3,0.0
4999,Ce2Co5B2,0.0
5001,YbKSe2,0.0
5002,BaTi14O28,0.0
5003,Nb40N21O16,0.0
5004,YbAgO2,0.0
5005,TmGe2Ru2,0.0
5006,Ca3Cu2(ClO2)2.139,0.0
5008,TbGa2Co3,0.0
5009,LiCuPO4.63,0.0
5012,Dy2Ni12P7,0.0
5013,TmGe,0.0
5014,AgAu3,0.0
5015,CdAsPd5,0.0
5016,GdSbPd,0.0
5018,Zr6Al2CoH10.190,0.0
5019,NdAgAs2,0.0
5020,Er2Fe14B,0.0
5021,Ti2CuS4,0.0
5022,Na8Hg3,0.0
5023,Te2Mo(WS2)3.156,0.0
5024,Tm5Ge10Rh4,0.0
5025,Mn2CoAs,0.0
5026,ErNiSn,0.0
5029,Yb2ZnPb,0.0
5030,Mg3Bi2,0.0
5031,YCdHg2,0.0
5032,USi3,0.0
5033,NdGe2Pt2,0.0
5034,Mn3NiN,0.0
5035,NbPt2,0.0
5036,TbAl3C3,0.0
5037,LaPt5,0.0
5038,AlCoO3,0.0
5039,NaIrPb,0.0
5040,ZnCu3P3O13.11,0.0
5041,Tb5Tl3,0.0
5042,PrCo2As2,0.0
5044,Mg3Ni20B6,0.0
5045,Ce2CrN3,0.0
5048,ThU8O18,0.0
5049,Rh7Pb3O15,0.0
5050,RbAgF3,0.0
5051,TaPd3,0.0
5052,AlVCo2,0.0
5053,ScGa6Fe6,0.0
5054,Sm4In21Pd10,0.0
5055,CaMnSn,0.0
5056,CeRh,0.0
5057,GeAs3,0.0
5058,HoTiSi,0.0
5059,AgPdO2,0.0
5060,EuP2Os2,0.0
5061,Li2NdSb2,0.0
5062,Cu2H3ClO3.166,0.0
5063,ThGe2Pd2,0.0
5065,YAl2Si2,0.0
5066,V2ZnO4,0.0
5067,YAl10Fe2,0.0
5068,CaMgSn,0.0
5069,TaRh3,0.0
5070,Lu2Mo2C3,0.0
5071,Dy2Ti3Si4,0.0
5073,CeAl2Pd5,0.0
5074,BeSiRu2,0.0
5075,NdInCu,0.0
5076,CaGaGe,0.0
5077,NdSn2,0.0
5078,MnAlAu2,0.0
5079,K3Hg,0.0
5080,TbSb2,0.0
5081,Re3As7,0.0
5082,ScCdAg2,0.0
5083,TePd,0.0
5084,MgInPd2,0.0
5086,YAlPd,0.0
5087,Mg10B16Ir19,0.0
5089,SbRh3,0.0
5090,Ba4Nb14O23,0.0
5091,PdPb2,0.0
5092,MnBe2Co,0.0
5095,LuGaRh2,0.0
5096,LiEr2Ga,0.0
5097,SmCo2,0.0
5098,IrPb,0.0
5100,Sc2TlTc,0.0
5101,TbH2,0.0
5102,Er5Bi3,0.0
5103,ScCrO4,0.0
5104,Dy3MnB7,0.0
5105,Li3Ni3(PO4)4.4,0.0
5106,Re2PbO6,0.0
5108,Tb3FeB7,0.0
5109,Ce3Al,0.0
5110,CaCdPd2,0.0
5111,VB2,0.0
5112,CeIr5,0.0
5113,EuAs2Pd2,0.0
5114,Sc2GaAg,0.0
5116,Nd2Ge5Rh3,0.0
5117,PmMgCd2,0.0
5120,YCr2Si2,0.0
5121,Y3Si3Pd2,0.0
5122,CeCu2Sb2,0.0
5123,Sm2Cu4Sn5,0.0
5124,Ti3SnC2,0.0
5125,CuPtO2,0.0
5126,B4W,0.0
5127,ZrAu4,0.0
5129,MnTePd,0.0
5130,LiLu2Pd,0.0
5132,Y3Tm,0.0
5133,ErSi2Pd2,0.0
5134,CeSi2Ni2,0.0
5135,LaSi,0.0
5137,In3Au10,0.0
5138,Ho2Ge5Rh3,0.0
5139,TmSiCu,0.0
5142,CeAl2Zn2,0.0
5143,CeMgZn2,0.0
5144,Li4Cr3NiO8.2,0.0
5145,BeSiOs2,0.0
5146,BiO,0.0
5148,Ce2Sb3Pd9,0.0
5153,ThHg2,0.0
5154,TbGa3,0.0
5155,V3Cu,0.0
5156,NaCuO,0.0
5157,SnRh,0.0
5158,Er3SnC,0.0
5159,NbCrW,0.0
5160,TmSi2Os2,0.0
5161,NbRu2Cl,0.0
5162,CaIn4Ir,0.0
5163,HfPt,0.0
5164,BTe2As,0.0
5165,MnFeAs,0.0
5166,TbMn6Ge6,0.0
5167,SrLaMn2O6.121,0.0
5168,Ce6B2(CBr)3.10,0.0
5169,Be2W,0.0
5170,YIn2Ni,0.0
5171,RbGe3,0.0
5172,Tm2IrPd,0.0
5173,RbWO3,0.0
5174,PmSbRh2,0.0
5175,LuNiBC.129,0.0
5176,RuCl3,0.0
5177,Ti2RuOs,0.0
5178,Li4Fe9O18,0.0
5179,SrPb3,0.0
5181,LiSiRh2,0.0
5182,GdSi2Ru2,0.0
5183,ZrSbRu,0.0
5184,DyZnGa,0.0
5185,SmCo3B2,0.0
5186,Tb2C3,0.0
5187,CaPrZn2,0.0
5188,Pr6Fe13Si,0.0
5189,Hg3Sb,0.0
5190,TeMoSe,0.0
5191,HoB2C2,0.0
5192,LaP2Ru2,0.0
5193,Nb17Ir3S40,0.0
5194,CaOsO3,0.0
5195,TlNi,0.0
5196,GaSiRu2,0.0
5197,LuIr2,0.0
5200,V2RuOs,0.0
5201,Nd3Zr,0.0
5202,Hf2Si,0.0
5203,Li14Ti21O48,0.0
5205,ThAl10Fe2,0.0
5206,TbInIr,0.0
5208,ReCl4,0.0
5210,NiAgO2,0.0
5212,PrErMg2,0.0
5214,K11Mn4O16,0.0
5215,MgCuSb,0.0
5216,Li3FeS3,0.0
5217,Ba3ErRu2O9.194,0.0
5220,Sr2CoReO6.14,0.0
5221,HfOs2,0.0
5223,LiCo7O7F.156,0.0
5224,SmMgHg2,0.0
5225,ErCuPb,0.0
5227,Sc2P3O12,0.0
5228,BaDy2CuO5.62,0.0
5229,Li2Sn5,0.0
5230,Li5Mn2Cu5O12.5,0.0
5231,GaAs2W,0.0
5232,Fe4Si2Sn7O16.164,0.0
5233,Lu3Ga,0.0
5234,Zr2Te,0.0
5235,TiFe2As,0.0
5236,V2O3F3,0.0
5237,V2NO,0.0
5239,Ce5Si3N9,0.0
5242,V2Si2O7,0.0
5243,Ca2NiIrO6.14,0.0
5245,CeAlSi2,0.0
5246,Re2RuBr,0.0
5247,CaGe2,0.0
5248,Ta6Be15Cu8,0.0
5249,Tb5Ti5O17,0.0
5251,MgSnRh2,0.0
5252,Zr2Co21B6,0.0
5253,SmNiC2,0.0
5254,V8O,0.0
5255,WCl3,0.0
5257,Li2MnCo3O8.5,0.0
5259,Ti9O10,0.0
5260,Li2MgSn,0.0
5261,LiHoO3,0.0
5262,LiCa2In,0.0
5263,Li4Cu(PO4)2.1,0.0
5264,Mn2CoGe,0.0
5266,ThSi,0.0
5267,CoCu2Sn,0.0
5268,Tb3Rb2AlF16.194,0.0
5269,CeMgAg2,0.0
5270,NaCdSb,0.0
5271,Li3Cu2O4,0.0
5272,TmMn6Ge6,0.0
5273,YbB2Rh3,0.0
5274,Rb2NaNiF6.225,0.0
5276,Dy2AlCo2,0.0
5277,Cr4As3,0.0
5278,AsAu3,0.0
5279,Lu3InN,0.0
5280,BaAl2,0.0
5281,ErCu,0.0
5282,Fe3N,0.0
5283,Sr3Li4La5O12.6,0.0
5284,EuSnAu2,0.0
5285,VSb,0.0
5286,LiMgSnPd.216,0.0
5287,Fe2S,0.0
5289,PmMgAu2,0.0
5291,NaTa3,0.0
5293,Pr2CdSn,0.0
5294,Li3Mn2(CoO4)2.1,0.0
5295,CeHg,0.0
5296,LaCd2,0.0
5297,SmTmZn2,0.0
5298,ThAl3,0.0
5299,SnP3O9,0.0
5301,Cr4Cu3Te8,0.0
5303,ZrTiF6,0.0
5306,EuRbO2,0.0
5307,CeAsPd,0.0
5308,ScSbRu2,0.0
5309,Sr2YReO6.225,0.0
5310,EuCuSeF.129,0.0
5311,Al21Pt8,0.0
5312,YbBa2(CuO2)4.65,0.0
5313,EuKS2,0.0
5314,Ba5In4Bi5,0.0
5315,Cu7Hg6,0.0
5316,CsSn3,0.0
5317,Ta2N,0.0
5319,PmHgAu2,0.0
5320,Mn5O3F5,0.0
5322,TaW3,0.0
5323,SmHg3,0.0
5324,Sr8Al7,0.0
5326,CeB2C2,0.0
5327,SrTlHg2,0.0
5329,Cd13I28,0.0
5330,Mn2AlO4,0.0
5331,CaAl8Co2,0.0
5332,UVC2,0.0
5333,ScV2Ga4,0.0
5335,AuBrO2,0.0
5336,Pr2HgPb,0.0
5338,Sr7Bi23O40,0.0
5339,YbAl2Si2,0.0
5340,Tm2ZnAg,0.0
5341,SrGa2Au2,0.0
5342,ThRh2,0.0
5343,Sr3Al2Sn2,0.0
5344,CdAuO2,0.0
5345,Li3Mn(NiO3)2.12,0.0
5346,VIr,0.0
5347,Cr3N2,0.0
5348,TbHg2,0.0
5351,Li2TiMn3O8.166,0.0
5352,LiTi11O20,0.0
5354,UGaNi,0.0
5355,Sm4Al23Ni6,0.0
5356,TmScHg2,0.0
5357,Li2Ni5(PO4)4.2,0.0
5358,Tb3La,0.0
5359,Sr3Sb2,0.0
5360,KMo6S7,0.0
5361,Th3B2C3,0.0
5362,TaBe2,0.0
5364,Tm2AlOs,0.0
5365,HfB4Ir3,0.0
5366,Dy3InC,0.0
5367,BaTi4O7,0.0
5368,LiCo(CO3)2.12,0.0
5369,La2Ge5Ir3,0.0
5370,V6AgO15,0.0
5371,Li3Fe2SbO6.12,0.0
5372,Pr2Co12P7,0.0
5373,Hf4Co4Si7,0.0
5374,Cr2CuTe4,0.0
5375,PrCo4B,0.0
5376,SmSi2Ag2,0.0
5377,YbLiF4,0.0
5379,ScBIr3,0.0
5380,Ho3GaC,0.0
5381,Mn2Tl2O7,0.0
5382,YbTlSe2,0.0
5383,Rb28Mg9In51,0.0
5384,Sr2MgIrO6.225,0.0
5385,ScPPt,0.0
5386,Mg23Al30,0.0
5387,AlCu3,0.0
5388,Y2CuO4,0.0
5389,Sc3Mn2Ga6,0.0
5390,HoNi2B2,0.0
5393,Bi2B3O9,0.0
5394,SrMnGe,0.0
5395,SmErMg2,0.0
5396,Li3Mn3NiO8.12,0.0
5397,In2Co,0.0
5398,LiBePt2,0.0
5401,Lu3BC3,0.0
5402,Cu9Se4(Cl3O7)2.12,0.0
5403,TiSe,0.0
5404,Nd5Ge3,0.0
5405,Pt3PbC,0.0
5406,Ba2SmCu3O7.47,0.0
5407,Li3Cr3(CuO6)2.14,0.0
5408,Nb3Os,0.0
5409,RePO5,0.0
5410,ScGa2,0.0
5411,LuScZn2,0.0
5412,Nd4Mg3Co2,0.0
5413,CeHSe,0.0
5415,U2MnN3,0.0
5416,NdRh,0.0
5418,HfTiF6,0.0
5419,YWO3,0.0
5420,Sc11Al2Ge8,0.0
5422,TiAuCl,0.0
5423,Li13Ti22O48,0.0
5424,ThFe2Ge2,0.0
5425,Sr8Co8O23,0.0
5426,Sr3Co2S2O5.139,0.0
5429,Dy2C,0.0
5430,HfB,0.0
5432,Pt3Pb,0.0
5433,Mg2Ga,0.0
5434,ZnAgF5,0.0
5435,LiCoS2,0.0
5436,Ca11Bi10,0.0
5437,Ce9SmO20,0.0
5438,Y2ReB6,0.0
5439,Ca4Al3O10,0.0
5440,Li3V4NiO12.5,0.0
5441,Zr7P4,0.0
5443,LiTi3O6,0.0
5445,MnNi,0.0
5446,Th2Fe7,0.0
5447,Mn3O2F6,0.0
5448,Tl3Pb,0.0
5449,ErBPd3,0.0
5450,Nd2Fe14B,0.0
5451,DyMn2,0.0
5452,Mn7O7F,0.0
5453,Y4CuTe8,0.0
5455,SrIn4Pt,0.0
5456,Mg2Cu,0.0
5457,NdP2Ru2,0.0
5458,Y2Mo2O7,0.0
5459,Li9Fe3(WO4)7.160,0.0
5460,LiHfPd2,0.0
5463,BeAlB,0.0
5464,HgRhO3,0.0
5465,CoW2O8,0.0
5466,In3Pd5,0.0
5467,Ca3SbN,0.0
5468,EuCo8P5,0.0
5469,NaCd2Au,0.0
5470,RbSbO3,0.0
5473,Hf3Zn3N,0.0
5474,ErNi4B,0.0
5475,PrMgAg2,0.0
5477,Ce3In3Ru2,0.0
5478,CsUCuS3.63,0.0
5481,TmNi2Ge2,0.0
5483,LiCaO3,0.0
5484,Ni4Bi9O18,0.0
5485,Mg2TiIrO6.14,0.0
5486,Al2CrS4,0.0
5487,Ba2CaReO6.87,0.0
5488,TbZn2,0.0
5489,PrMgGa,0.0
5490,TbZrSb,0.0
5492,RbUAgS3.63,0.0
5493,SrIn8Rh2,0.0
5494,Li8TiNi7O16.1,0.0
5495,DySnRu2,0.0
5496,CaPd3C,0.0
5498,EuCd11,0.0
5500,LiCa2Ge3,0.0
5501,Pr7Mn8O24,0.0
5502,Zr5Sn3,0.0
5503,Li8BiS6,0.0
5504,Tb3ReO7,0.0
5505,Zr4Co4Ge7,0.0
5506,ZrCrSi2,0.0
5507,MnSnRu2,0.0
5508,SiAu3,0.0
5509,Ba2DyCu3O7.47,0.0
5510,ScIr,0.0
5511,SrRu2O6,0.0
5512,ThMn4(CuO4)3.204,0.0
5513,HoSi2Ru2,0.0
5514,Li5Co2Ni3O10.10,0.0
5515,PrGe5,0.0
5516,Na3Mn2(GeO4)3.230,0.0
5517,Cu2Sb,0.0
5518,SmSi2Ni2,0.0
5519,TlW3O9,0.0
5520,NbHg3F6,0.0
5521,Cs2CrCl4,0.0
5522,YbPmPt2,0.0
5523,Na2Cl,0.0
5524,Li2DyIn,0.0
5526,Mn2Cu(PO4)3.167,0.0
5528,LiInSn,0.0
5529,Mg2SiPt,0.0
5530,TmSnRu2,0.0
5531,BaSn4O8,0.0
5533,Hf5Sb3,0.0
5534,Er4NiB13,0.0
5536,U3Nb,0.0
5537,SmCo2Si2,0.0
5539,ZnGaRh2,0.0
5540,Li17Nb20O60,0.0
5541,Mg2TcO4,0.0
5542,PrSmO2,0.0
5543,Sc2MnC,0.0
5544,BaPd2O4,0.0
5545,Mg3Ga7Co2,0.0
5546,Ba5Sb3,0.0
5547,CrNi3,0.0
5550,LaH2,0.0
5551,Te2W2SeS.156,0.0
5553,Nd2BC,0.0
5554,Li6Mn5CoO12.2,0.0
5555,MnGaPt,0.0
5556,Ba14Na8CaN6.176,0.0
5558,Na11Ti20O40,0.0
5559,MgAgAs,0.0
5560,Tb6PbSe10,0.0
5561,CeLu3,0.0
5562,Ta2Nb3O12,0.0
5563,GdPbAu,0.0
5564,KHg,0.0
5565,Sc5NCl8,0.0
5566,TbBRh3,0.0
5567,Lu5Si10Ir4,0.0
5568,EuCd2Sb2,0.0
5572,CaInPt,0.0
5573,Cr2HO4,0.0
5574,Li5La3Nb14O42.12,0.0
5575,HoCu2O4,0.0
5577,HfAs2,0.0
5579,Yb16S29,0.0
5580,Nb3VS6,0.0
5581,CaAl2Zn2,0.0
5582,NdErZn2,0.0
5583,Gd2Zn17,0.0
5584,HoInPt,0.0
5585,TiCoGe,0.0
5586,CeCoGeH.129,0.0
5587,YMgAl,0.0
5588,LiTmSn,0.0
5589,Ti2RePd,0.0
5590,Na8NbO6,0.0
5591,Si2NiP3,0.0
5593,Sc3PbC,0.0
5594,CeCd2Ag,0.0
5595,Hf2Tl,0.0
